"","CustomerID","recency","frequency","monitery","frequency_standard","monitery_standard","cluster","segmentation","recency_segment"
"24","12373",334,1,364.6,-0.425047502904057,-0.0303730236297681,2,"Low Value","Inactive"
"25","12374",48,1,742.93,-0.425047502904057,0.180215347835305,2,"Low Value","Warm"
"26","12375",33,2,228.75,-0.295143595084006,-0.10599068615595,2,"Low Value","Warm"
"27","12377",338,2,814.06,-0.295143595084006,0.219808165910294,2,"Low Value","Inactive"
"28","12378",152,1,4008.62,-0.425047502904057,1.99798380079905,2,"Low Value","Cold"
"29","12379",104,2,426.12,-0.295143595084006,0.00387061714027734,2,"Low Value","Cold"
"30","12380",44,4,681.2,-0.035335779443905,0.14585620713906,2,"Low Value","Warm"
"31","12381",27,5,369.06,0.0945681283761457,-0.0278893577468692,2,"Low Value","Active"
"32","12383",207,5,370.11,0.0945681283761457,-0.027304900288993,2,"Low Value","Inactive"
"33","12384",51,2,292.64,-0.295143595084006,-0.0704306245403066,2,"Low Value","Warm"
"34","12386",360,2,200.95,-0.295143595084006,-0.121464893135912,2,"Low Value","Inactive"
"35","12388",38,6,463.44,0.224472036196196,0.0246457604921521,2,"Low Value","Warm"
"36","12390",102,1,549.84,-0.425047502904057,0.072736404462612,2,"Low Value","Cold"
"37","12391",44,1,460.89,-0.425047502904057,0.023224508388237,2,"Low Value","Warm"
"38","12393",95,4,395.65,-0.035335779443905,-0.0130897816611415,2,"Low Value","Cold"
"39","12394",86,2,636.24,-0.295143595084006,0.120828903853573,2,"Low Value","Warm"
"40","12395",42,12,251.55,1.0038954831165,-0.0932982183624033,3,"Medium Value","Warm"
"41","12397",58,2,1204.95,-0.295143595084006,0.437387761823869,2,"Low Value","Warm"
"42","12398",68,1,1635.66,-0.425047502904057,0.677132211044712,2,"Low Value","Warm"
"43","12399",142,4,277.16,-0.035335779443905,-0.0790430226517261,2,"Low Value","Cold"
"44","12401",326,1,84.3,-0.425047502904057,-0.186395333575213,2,"Low Value","Inactive"
"45","12402",346,1,225.6,-0.425047502904057,-0.107744058529578,2,"Low Value","Inactive"
"46","12403",72,1,427.7,-0.425047502904057,0.00475008645784352,2,"Low Value","Warm"
"47","12405",171,1,1710.39,-0.425047502904057,0.718728883260991,2,"Low Value","Cold"
"48","12406",45,2,1707.65,-0.295143595084006,0.717203727609009,2,"Low Value","Warm"
"49","12407",72,5,341.62,0.0945681283761457,-0.0431620660604015,2,"Low Value","Warm"
"50","12408",55,5,577.71,0.0945681283761457,0.0882495752730991,2,"Low Value","Warm"
"51","12409",101,3,3690.89,-0.165239687263956,1.8211269740457,2,"Low Value","Cold"
"52","12410",331,2,346.66,-0.295143595084006,-0.0403561136364451,2,"Low Value","Inactive"
"53","12412",97,3,408.96,-0.165239687263956,-0.00568108759987187,2,"Low Value","Cold"
"54","12413",89,3,252.7,-0.165239687263956,-0.0926594898548671,2,"Low Value","Warm"
"55","12414",240,3,187.47,-0.165239687263956,-0.128968213642742,2,"Low Value","Inactive"
"56","12415",47,21,5948.31,2.17303065349696,3.07766650850778,3,"Medium Value","Warm"
"57","12417",26,9,405.46,0.614183759656348,-0.00763175302012772,2,"Low Value","Active"
"58","12418",135,1,668.58,-0.425047502904057,0.138830193556162,2,"Low Value","Cold"
"59","12420",86,1,600.39,-0.425047502904057,0.100873856363226,2,"Low Value","Warm"
"60","12421",38,4,201.76,-0.035335779443905,-0.121014025954121,2,"Low Value","Warm"
"61","12422",118,3,267.85,-0.165239687263956,-0.084224748256437,2,"Low Value","Cold"
"62","12423",23,8,232.41,0.484279851836298,-0.103951347097574,2,"Low Value","Active"
"63","12424",185,2,880.48,-0.295143595084006,0.256779274817096,2,"Low Value","Inactive"
"64","12425",101,1,777.2,-0.425047502904057,0.199290926008086,2,"Low Value","Cold"
"65","12426",217,1,582.73,-0.425047502904057,0.091043838547898,2,"Low Value","Inactive"
"66","12427",44,3,275.27,-0.165239687263956,-0.0800982930617805,2,"Low Value","Warm"
"67","12428",48,9,884.05,0.614183759656348,0.258767048647375,2,"Low Value","Warm"
"68","12429",32,4,937.6,-0.035335779443905,0.288573760525565,2,"Low Value","Warm"
"69","12430",66,1,256.4,-0.425047502904057,-0.0905999730985413,2,"Low Value","Warm"
"70","12431",58,15,432.5,1.39360720657665,0.00742003655906239,3,"Medium Value","Warm"
"71","12432",65,5,1011.86,0.0945681283761457,0.329911044955777,2,"Low Value","Warm"
"72","12433",23,7,1910.84,0.354375944016247,0.830303799920107,2,"Low Value","Active"
"73","12434",107,2,403.07,-0.295143595084006,-0.00895961562548256,2,"Low Value","Cold"
"74","12435",102,2,3914.95,-0.295143595084006,1.94584184616424,2,"Low Value","Cold"
"75","12436",122,1,509.01,-0.425047502904057,0.0500093587434807,2,"Low Value","Cold"
"76","12437",24,18,275.08,1.7833189300368,-0.0802031243200979,3,"Medium Value","Active"
"77","12438",37,2,1453.42,-0.295143595084006,0.575695444534159,2,"Low Value","Warm"
"78","12441",389,1,173.55,-0.425047502904057,-0.13671644965573,2,"Low Value","Inactive"
"79","12442",26,1,172.06,-0.425047502904057,-0.137545822619764,2,"Low Value","Active"
"80","12444",44,5,1001.09,0.0945681283761457,0.323915068064117,2,"Low Value","Warm"
"81","12445",45,1,133.4,-0.425047502904057,-0.159064989592618,2,"Low Value","Warm"
"82","12446",80,1,1002.31,-0.425047502904057,0.324593038715253,2,"Low Value","Warm"
"83","12447",266,1,476.49,-0.425047502904057,0.0319078763338273,2,"Low Value","Inactive"
"84","12448",67,1,449.45,-0.425047502904057,0.0168567052281376,2,"Low Value","Warm"
"85","12449",45,4,1016.82,-0.035335779443905,0.332671075722329,2,"Low Value","Warm"
"86","12450",179,2,98.94,-0.295143595084006,-0.178246326733967,2,"Low Value","Cold"
"87","12451",33,5,1807.1,0.0945681283761457,0.772562424766748,2,"Low Value","Warm"
"88","12452",39,2,215.28,-0.295143595084006,-0.113485657270525,2,"Low Value","Warm"
"89","12453",157,1,707.09,-0.425047502904057,0.160265866606462,2,"Low Value","Cold"
"90","12454",79,1,3528.34,-0.425047502904057,1.73064739330495,2,"Low Value","Warm"
"91","12455",96,6,411.14,0.224472036196196,-0.00446578717158948,2,"Low Value","Cold"
"92","12456",67,3,1060.35,-0.165239687263956,0.35689776506155,2,"Low Value","Warm"
"93","12457",89,7,337.6,0.354375944016247,-0.0453995441487991,2,"Low Value","Warm"
"94","12458",94,2,473.7,-0.295143595084006,0.0303548893743275,2,"Low Value","Cold"
"95","12461",117,2,413.44,-0.295143595084006,-0.0031874024462665,2,"Low Value","Cold"
"96","12462",41,2,594.8,-0.295143595084006,0.0977595330519714,2,"Low Value","Warm"
"97","12463",76,4,336.2,-0.035335779443905,-0.046183989430697,2,"Low Value","Warm"
"98","12464",33,8,151.51,0.484279851836298,-0.148986577357692,2,"Low Value","Warm"
"99","12465",40,2,371.09,-0.295143595084006,-0.0267577367831907,2,"Low Value","Warm"
"100","12468",210,2,364.77,-0.295143595084006,-0.0302783971842072,2,"Low Value","Inactive"
"101","12471",25,30,660.8,3.34216582387741,0.134500569816625,3,"Medium Value","Active"
"102","12472",55,7,938.87,0.354375944016247,0.289282266096949,2,"Low Value","Warm"
"103","12473",52,5,787.71,0.0945681283761457,0.205141066848352,2,"Low Value","Warm"
"104","12474",40,18,409.77,1.7833189300368,-0.00523238507533302,3,"Medium Value","Warm"
"105","12475",76,1,723.38,-0.425047502904057,0.169333306595799,2,"Low Value","Warm"
"106","12476",38,11,619.67,0.873991575296449,0.111608138661001,3,"Medium Value","Warm"
"107","12477",45,6,2203.29,0.224472036196196,0.99308991277262,2,"Low Value","Warm"
"108","12478",26,1,680.99,-0.425047502904057,0.145737924082109,2,"Low Value","Active"
"109","12479",34,1,527.2,-0.425047502904057,0.060134388418499,2,"Low Value","Warm"
"110","12480",51,4,820.41,-0.035335779443905,0.223341350399694,2,"Low Value","Warm"
"111","12481",45,10,559.63,0.744087667476399,0.0781868877269209,2,"Low Value","Warm"
"112","12483",40,8,310.62,0.484279851836298,-0.0604183116607358,2,"Low Value","Warm"
"113","12484",55,6,756.95,0.224472036196196,0.18802110188383,2,"Low Value","Warm"
"114","12488",32,3,432.89,-0.165239687263956,0.00763712075770217,2,"Low Value","Warm"
"115","12489",359,1,334.93,-0.425047502904057,-0.0468881215109003,2,"Low Value","Inactive"
"116","12490",28,10,541.79,0.744087667476399,0.0682572338306784,2,"Low Value","Active"
"117","12491",61,1,460.4,-0.425047502904057,0.0229517615745615,2,"Low Value","Warm"
"118","12492",86,2,131.61,-0.295143595084006,-0.160064133532511,2,"Low Value","Warm"
"119","12493",188,2,216.87,-0.295143595084006,-0.112603404822207,2,"Low Value","Inactive"
"120","12494",38,7,178.01,0.354375944016247,-0.134231511484488,2,"Low Value","Warm"
"121","12497",104,1,1043.1,-0.425047502904057,0.34729781938837,2,"Low Value","Cold"
"122","12498",44,3,134.57,-0.165239687263956,-0.1584155924172,2,"Low Value","Warm"
"123","12500",46,11,387.07,0.873991575296449,-0.0178631039123508,3,"Medium Value","Warm"
"124","12501",359,1,2169.39,-0.425047502904057,0.974220286275472,2,"Low Value","Inactive"
"125","12502",118,5,744.77,0.0945681283761457,0.181241766456566,2,"Low Value","Cold"
"126","12504",41,2,241.02,-0.295143595084006,-0.0991581001603009,2,"Low Value","Warm"
"127","12506",255,1,73.5,-0.425047502904057,-0.192406895999083,2,"Low Value","Inactive"
"128","12507",157,3,434.94,-0.165239687263956,0.00877820436593676,2,"Low Value","Cold"
"129","12508",49,2,199.14,-0.295143595084006,-0.122475169598812,2,"Low Value","Warm"
"130","12509",307,1,176.5,-0.425047502904057,-0.135074402512173,2,"Low Value","Inactive"
"131","12510",165,2,491.28,-0.295143595084006,0.040143160228379,2,"Low Value","Cold"
"132","12512",89,2,69.02,-0.295143595084006,-0.19490336428344,2,"Low Value","Warm"
"133","12513",135,1,612.29,-0.425047502904057,0.107497707552491,2,"Low Value","Cold"
"134","12514",290,1,1017.68,-0.425047502904057,0.333148382646261,2,"Low Value","Inactive"
"135","12515",376,1,383.7,-0.425047502904057,-0.0197414641579237,2,"Low Value","Inactive"
"136","12516",100,2,656.03,-0.295143595084006,0.131844535369165,2,"Low Value","Cold"
"137","12517",51,5,500.57,0.0945681283761457,0.0453103207821556,2,"Low Value","Warm"
"138","12518",23,5,411.38,0.0945681283761457,-0.00433516556830542,2,"Low Value","Active"
"139","12519",86,1,340.84,-0.425047502904057,-0.0435984609622825,2,"Low Value","Warm"
"140","12520",102,5,526.85,0.0945681283761457,0.0599406825181744,2,"Low Value","Cold"
"141","12521",165,1,599.68,-0.425047502904057,0.100478651796472,2,"Low Value","Cold"
"142","12522",62,2,96.36,-0.295143595084006,-0.179682422201891,2,"Low Value","Warm"
"143","12523",42,11,162.71,0.873991575296449,-0.142752301220707,3,"Medium Value","Warm"
"144","12524",32,8,560.72,0.484279851836298,0.078789713847759,2,"Low Value","Warm"
"145","12526",23,3,438.89,-0.165239687263956,0.0109768776598523,2,"Low Value","Active"
"146","12527",104,3,116.24,-0.165239687263956,-0.168618549753268,2,"Low Value","Cold"
"147","12528",32,6,322.25,0.224472036196196,-0.0539479965179453,2,"Low Value","Warm"
"148","12530",82,4,415.57,-0.035335779443905,-0.00200178874600323,2,"Low Value","Warm"
"149","12531",37,1,125.22,-0.425047502904057,-0.163618191502549,2,"Low Value","Warm"
"150","12532",53,1,349.83,-0.425047502904057,-0.0385943918705609,2,"Low Value","Warm"
"151","12534",153,1,1089.18,-0.425047502904057,0.372947152396883,2,"Low Value","Cold"
"152","12535",114,2,358.18,-0.295143595084006,-0.0339493466458205,2,"Low Value","Cold"
"153","12536",66,3,4200.61,-0.165239687263956,2.10485045540635,2,"Low Value","Warm"
"154","12538",52,1,363.95,-0.425047502904057,-0.0307348306275011,2,"Low Value","Warm"
"155","12539",45,4,1392.09,-0.035335779443905,0.541553388036554,2,"Low Value","Warm"
"156","12540",42,17,788.25,1.65341502221675,0.205441317542398,3,"Medium Value","Warm"
"157","12541",52,3,327.06,-0.165239687263956,-0.0512687693142205,2,"Low Value","Warm"
"158","12544",59,1,372.7,-0.425047502904057,-0.0258643518118656,2,"Low Value","Warm"
"159","12545",98,2,500.2,-0.295143595084006,0.0451026992280719,2,"Low Value","Cold"
"160","12546",69,2,580.75,-0.295143595084006,0.0899417187701885,2,"Low Value","Warm"
"161","12547",220,2,103.9,-0.295143595084006,-0.175485461028189,2,"Low Value","Inactive"
"162","12548",189,1,95.2,-0.425047502904057,-0.180328108536307,2,"Low Value","Inactive"
"163","12550",102,1,964.83,-0.425047502904057,0.303730690599822,2,"Low Value","Cold"
"164","12551",380,1,168,-0.425047502904057,-0.139805724790219,2,"Low Value","Inactive"
"165","12552",61,2,218.91,-0.295143595084006,-0.111467887475476,2,"Low Value","Warm"
"166","12553",31,10,369.23,0.744087667476399,-0.0277969578059097,2,"Low Value","Warm"
"167","12556",73,2,301.86,-0.295143595084006,-0.0652985314340026,2,"Low Value","Warm"
"168","12557",39,5,2398.19,0.0945681283761457,1.10157746272976,2,"Low Value","Warm"
"169","12558",30,1,269.96,-0.425047502904057,-0.0830521224996821,2,"Low Value","Active"
"170","12559",333,2,280.86,-0.295143595084006,-0.0769876805915279,2,"Low Value","Inactive"
"171","12560",28,3,711.34,-0.165239687263956,0.162629672324984,2,"Low Value","Active"
"172","12561",325,1,238.85,-0.425047502904057,-0.10036876203733,2,"Low Value","Inactive"
"173","12562",31,7,540.25,0.354375944016247,0.0673975645004607,2,"Low Value","Warm"
"174","12564",284,1,456.9,-0.425047502904057,0.0210035700483072,2,"Low Value","Inactive"
"175","12565",311,1,145.92,-0.425047502904057,-0.152096030190131,2,"Low Value","Inactive"
"176","12566",109,1,351.65,-0.425047502904057,-0.0375813322769088,2,"Low Value","Cold"
"177","12567",45,10,940.13,0.744087667476399,0.28998091143367,2,"Low Value","Warm"
"178","12569",25,32,128.9,3.60197363951751,-0.161571720671622,3,"Medium Value","Active"
"179","12571",62,2,259.8,-0.295143595084006,-0.0887046610565711,2,"Low Value","Warm"
"180","12572",31,2,510.21,-0.295143595084006,0.0506773101239107,2,"Low Value","Warm"
"181","12573",250,1,160.54,-0.425047502904057,-0.143958155871892,2,"Low Value","Inactive"
"182","12574",338,1,218.45,-0.425047502904057,-0.111723935504641,2,"Low Value","Inactive"
"183","12576",58,5,263.17,0.0945681283761457,-0.0868338405652167,2,"Low Value","Warm"
"184","12577",58,3,219.27,-0.165239687263956,-0.111269357481848,2,"Low Value","Warm"
"185","12578",44,2,1397.26,-0.295143595084006,0.54442975366853,2,"Low Value","Warm"
"186","12579",101,1,440.42,-0.425047502904057,0.0118303710904017,2,"Low Value","Cold"
"187","12580",269,1,415.7,-0.425047502904057,-0.00192942734645664,2,"Low Value","Inactive"
"188","12581",62,1,197.71,-0.425047502904057,-0.123268361863073,2,"Low Value","Warm"
"189","12582",261,2,255.68,-0.295143595084006,-0.0910007439267993,2,"Low Value","Inactive"
"190","12583",25,15,485.43,1.39360720657665,0.0368815165293292,3,"Medium Value","Active"
"191","12584",26,9,259.79,0.614183759656348,-0.0887105365548249,2,"Low Value","Active"
"192","12585",257,2,1020.05,-0.295143595084006,0.33446758662261,2,"Low Value","Inactive"
"193","12586",40,1,196.94,-0.425047502904057,-0.123696963998849,2,"Low Value","Warm"
"194","12587",30,1,144,-0.425047502904057,-0.153164752398819,2,"Low Value","Active"
"195","12588",62,1,214.9,-0.425047502904057,-0.113699958338413,2,"Low Value","Warm"
"196","12589",51,2,323.34,-0.295143595084006,-0.0533394185935536,2,"Low Value","Warm"
"197","12590",234,2,4932.13,-0.295143595084006,2.51203361691649,2,"Low Value","Inactive"
"198","12591",340,1,452.85,-0.425047502904057,0.018749234139356,2,"Low Value","Inactive"
"199","12592",115,2,218.8,-0.295143595084006,-0.111529116352015,2,"Low Value","Cold"
"200","12593",131,3,139.37,-0.165239687263956,-0.15574378689548,2,"Low Value","Cold"
"201","12594",60,10,333.82,0.744087667476399,-0.0475048632854973,2,"Low Value","Warm"
"202","12596",74,2,309.14,-0.295143595084006,-0.0612462930593939,2,"Low Value","Warm"
"203","12597",42,4,952.8,-0.035335779443905,0.297037261141763,2,"Low Value","Warm"
"204","12598",32,8,377.88,0.484279851836298,-0.0229782452222575,2,"Low Value","Warm"
"205","12599",52,7,147.51,0.354375944016247,-0.151210199430847,2,"Low Value","Warm"
"206","12600",51,10,259.9,0.744087667476399,-0.0886495550676856,2,"Low Value","Warm"
"207","12601",212,5,115.41,0.0945681283761457,-0.169077580785264,2,"Low Value","Inactive"
"208","12602",81,1,153.12,-0.425047502904057,-0.148088321907551,2,"Low Value","Warm"
"209","12603",44,1,739.2,-0.425047502904057,0.178139132294468,2,"Low Value","Warm"
"210","12604",102,2,127.09,-0.295143595084006,-0.162577300601379,2,"Low Value","Cold"
"211","12607",83,1,1579.51,-0.425047502904057,0.645877652702091,2,"Low Value","Warm"
"212","12609",101,3,375.62,-0.165239687263956,-0.0242408588733204,2,"Low Value","Cold"
"213","12610",45,5,419.91,0.0945681283761457,0.000412855494251295,2,"Low Value","Warm"
"214","12611",75,1,1193.32,-0.425047502904057,0.430914199695201,2,"Low Value","Warm"
"215","12612",97,1,704.04,-0.425047502904057,0.158568156847869,2,"Low Value","Cold"
"216","12613",80,5,668.88,0.0945681283761457,0.138994954896668,2,"Low Value","Warm"
"217","12614",300,1,315.6,-0.425047502904057,-0.0576477049973271,2,"Low Value","Inactive"
"218","12615",25,4,572.8,-0.035335779443905,0.0855151493094637,2,"Low Value","Active"
"219","12616",118,2,356.65,-0.295143595084006,-0.034798201525117,2,"Low Value","Cold"
"220","12617",52,1,355.53,-0.425047502904057,-0.0354216228135184,2,"Low Value","Warm"
"221","12618",44,1,177.31,-0.425047502904057,-0.134623535330383,2,"Low Value","Warm"
"222","12619",39,9,404.58,0.614183759656348,-0.00811787319144068,2,"Low Value","Warm"
"223","12620",37,3,446.47,-0.165239687263956,0.0151979593000697,2,"Low Value","Warm"
"224","12621",24,20,684.48,2.04312674567691,0.147682497538386,3,"Medium Value","Active"
"225","12622",255,1,180.1,-0.425047502904057,-0.133070548370883,2,"Low Value","Inactive"
"226","12623",299,1,305.1,-0.425047502904057,-0.0634922795760898,2,"Low Value","Inactive"
"227","12624",129,2,320.56,-0.295143595084006,-0.054884056160798,2,"Low Value","Cold"
"228","12625",234,2,1341.91,-0.295143595084006,0.513623279376948,2,"Low Value","Inactive"
"229","12626",46,9,735.61,0.614183759656348,0.176140225941182,2,"Low Value","Warm"
"230","12627",33,7,639.79,0.354375944016247,0.122804926687345,2,"Low Value","Warm"
"231","12628",27,3,262.15,-0.165239687263956,-0.0873975173134796,2,"Low Value","Active"
"232","12630",32,2,635.44,-0.295143595084006,0.120383602933286,2,"Low Value","Warm"
"233","12631",80,1,640.5,-0.425047502904057,0.1232001312541,2,"Low Value","Warm"
"234","12633",81,4,541,-0.035335779443905,0.0678130461626924,2,"Low Value","Warm"
"235","12635",112,2,844.59,-0.295143595084006,0.236801962280735,2,"Low Value","Cold"
"236","12637",90,8,752.74,0.484279851836298,0.185674458804945,2,"Low Value","Warm"
"237","12638",56,1,671.69,-0.425047502904057,0.140561300883777,2,"Low Value","Warm"
"238","12639",261,1,486.1,-0.425047502904057,0.037257053638771,2,"Low Value","Inactive"
"239","12640",46,3,391.53,-0.165239687263956,-0.0153849368211191,2,"Low Value","Warm"
"240","12641",138,1,185.9,-0.425047502904057,-0.129842116698805,2,"Low Value","Cold"
"241","12642",48,3,337.75,-0.165239687263956,-0.0453165803463886,2,"Low Value","Warm"
"242","12643",151,6,557.44,0.224472036196196,0.0769667632053354,2,"Low Value","Cold"
"243","12644",152,1,477.91,-0.425047502904057,0.0326982854673361,2,"Low Value","Cold"
"244","12645",56,4,443.8,-0.035335779443905,0.0137089843478611,2,"Low Value","Warm"
"245","12646",27,2,673.48,-0.295143595084006,0.14156044482367,2,"Low Value","Active"
"246","12647",45,12,310.24,1.0038954831165,-0.0606340042939997,3,"Medium Value","Warm"
"247","12648",177,1,318.05,-0.425047502904057,-0.0562839709289492,2,"Low Value","Cold"
"248","12649",130,3,207.84,-0.165239687263956,-0.117631594380444,2,"Low Value","Cold"
"249","12650",26,1,314.44,-0.425047502904057,-0.0582933913317428,2,"Low Value","Active"
"250","12651",357,1,114,-0.425047502904057,-0.16986353690957,2,"Low Value","Inactive"
"251","12652",354,1,919.98,-0.425047502904057,0.27876600775625,2,"Low Value","Inactive"
"252","12653",171,2,1104.92,-0.295143595084006,0.381711231134275,2,"Low Value","Cold"
"253","12654",33,5,120.4,0.0945681283761457,-0.166303356051878,2,"Low Value","Warm"
"254","12656",40,5,810.23,0.0945681283761457,0.217678514259023,2,"Low Value","Warm"
"255","12657",34,4,410.8,-0.035335779443905,-0.00465967861396432,2,"Low Value","Warm"
"256","12658",41,1,686.05,-0.425047502904057,0.148554452402922,2,"Low Value","Warm"
"257","12659",52,1,91.68,-0.425047502904057,-0.182287432585568,2,"Low Value","Warm"
"258","12660",34,1,245.1,-0.425047502904057,-0.0968898485975906,2,"Low Value","Warm"
"259","12662",23,11,349.98,0.873991575296449,-0.0385108979480072,3,"Medium Value","Active"
"260","12664",31,9,542.43,0.614183759656348,0.0686124231619571,2,"Low Value","Warm"
"261","12665",347,1,63,-0.425047502904057,-0.198251470577846,2,"Low Value","Inactive"
"262","12667",81,1,620.13,-0.425047502904057,0.1118616565713,2,"Low Value","Warm"
"263","12668",34,4,951.79,-0.035335779443905,0.296470894033774,2,"Low Value","Warm"
"264","12669",173,3,914.68,-0.165239687263956,0.27581403373885,2,"Low Value","Cold"
"265","12670",33,5,599.21,0.0945681283761457,0.100217037505804,2,"Low Value","Warm"
"266","12672",352,1,225.9,-0.425047502904057,-0.107577070684471,2,"Low Value","Inactive"
"267","12673",28,2,305.26,-0.295143595084006,-0.0634032193920324,2,"Low Value","Active"
"268","12674",61,4,492.65,-0.035335779443905,0.0409029549236181,2,"Low Value","Warm"
"269","12676",47,6,221.9,0.224472036196196,-0.109804502996155,2,"Low Value","Warm"
"270","12678",65,12,1469.04,1.0038954831165,0.584386234161754,3,"Medium Value","Warm"
"271","12679",81,4,278.26,-0.035335779443905,-0.0784349085824596,2,"Low Value","Warm"
"272","12680",23,4,215.7,-0.035335779443905,-0.11325326585275,2,"Low Value","Active"
"273","12681",37,22,626.71,2.30293456131701,0.115522232545566,3,"Medium Value","Warm"
"274","12682",26,31,396.39,3.47206973169746,-0.0126755440711813,3,"Medium Value","Active"
"275","12683",27,15,565.1,1.39360720657665,0.081233117105782,3,"Medium Value","Active"
"276","12684",30,7,326.23,0.354375944016247,-0.0517291786585883,2,"Low Value","Active"
"277","12685",51,6,477.18,0.224472036196196,0.0322919483775745,2,"Low Value","Warm"
"278","12686",394,1,89.14,-0.425047502904057,-0.183701263007478,2,"Low Value","Inactive"
"279","12688",136,1,4873.81,-0.425047502904057,2.47957117982759,2,"Low Value","Cold"
"280","12689",48,2,623.8,-0.295143595084006,0.113907257673867,2,"Low Value","Warm"
"281","12690",228,1,389.01,-0.425047502904057,-0.0167857792995209,2,"Low Value","Inactive"
"282","12691",51,6,172.63,0.224472036196196,-0.137226690293559,2,"Low Value","Warm"
"283","12693",150,4,213.98,-0.035335779443905,-0.114213445962118,2,"Low Value","Cold"
"284","12694",93,2,434.84,-0.295143595084006,0.00872161404065032,2,"Low Value","Cold"
"285","12695",30,4,145.52,-0.035335779443905,-0.152315897519523,2,"Low Value","Active"
"286","12697",51,3,319.2,-0.165239687263956,-0.0556457062765383,2,"Low Value","Warm"
"287","12700",30,4,1235,-0.035335779443905,0.454112986076761,2,"Low Value","Active"
"288","12701",102,2,398.86,-0.295143595084006,-0.011305794849243,2,"Low Value","Cold"
"289","12702",42,1,219,-0.425047502904057,-0.111417791121943,2,"Low Value","Warm"
"290","12703",94,1,283.55,-0.425047502904057,-0.0754875731163121,2,"Low Value","Cold"
"291","12704",30,8,292.6,0.484279851836298,-0.0704473233248173,2,"Low Value","Active"
"292","12705",38,9,763.14,0.614183759656348,0.191466617754549,2,"Low Value","Warm"
"293","12707",314,1,603.42,-0.425047502904057,0.102560433598812,2,"Low Value","Inactive"
"294","12708",52,10,271.29,0.744087667476399,-0.0823112530935551,2,"Low Value","Warm"
"295","12709",38,15,649.1,1.39360720657665,0.127987858315382,3,"Medium Value","Warm"
"296","12710",119,3,383.01,-0.165239687263956,-0.0201273916221722,2,"Low Value","Cold"
"297","12712",51,13,338.16,1.13379939093655,-0.0450880781754338,3,"Medium Value","Warm"
"298","12713",23,1,848.55,-0.425047502904057,0.239006201836154,2,"Low Value","Active"
"299","12714",32,5,941.77,0.0945681283761457,0.290896004824859,2,"Low Value","Warm"
"300","12715",129,1,353.86,-0.425047502904057,-0.0363511884846168,2,"Low Value","Cold"
"301","12716",26,2,526.74,-0.295143595084006,0.059881123520086,2,"Low Value","Active"
"302","12717",174,2,515.49,-0.295143595084006,0.0536162961978028,2,"Low Value","Cold"
"303","12718",94,1,238.25,-0.425047502904057,-0.100702737727545,2,"Low Value","Cold"
"304","12719",28,2,322.48,-0.295143595084006,-0.0538209002136135,2,"Low Value","Active"
"305","12720",25,25,231.27,2.69264628477716,-0.104588433557967,3,"Medium Value","Active"
"306","12721",54,6,442.69,0.224472036196196,0.0130929847414645,2,"Low Value","Warm"
"307","12722",108,4,249.41,-0.035335779443905,-0.094492181454922,2,"Low Value","Cold"
"308","12723",26,5,145.01,0.0945681283761457,-0.152600333482356,2,"Low Value","Active"
"309","12724",28,4,257.85,-0.035335779443905,-0.0897914736151458,2,"Low Value","Active"
